2022-09-16 09:07:16.488672 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Debug\SessionLogs\MSBuild.19280 2022-09-16 09-07-11.txt'. [8.19 ms]
2022-09-16 11:11:55.459496 ; Installer      ; Information ; Installed SDK version 9.17.4+ea67c63a [2.11 s]
2022-09-16 11:11:55.459496 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\SQLite and PostgreSQL.9.4.2+3009aace.TapPackage
2022-09-16 11:11:55.591455 ; package        ; Debug       ; Decompressed bin/Release/Packages/SQLite and PostgreSQL/Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll [72.4 ms]
2022-09-16 11:11:55.632745 ; package        ; Debug       ; Decompressed bin/Release/Packages/SQLite and PostgreSQL/Keysight.OpenTap.Plugins.ResultListener.SQLite.dll [41.3 ms]
2022-09-16 11:11:55.785315 ; package        ; Debug       ; Decompressed bin/Release/Packages/SQLite and PostgreSQL/Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll [152 ms]
2022-09-16 11:11:55.978185 ; package        ; Debug       ; Decompressed bin/Release/x86/SQLite.Interop.dll [192 ms]
2022-09-16 11:11:56.178150 ; package        ; Debug       ; Decompressed bin/Release/x64/SQLite.Interop.dll [200 ms]
2022-09-16 11:11:56.278207 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Data.SQLite.1.0.109.0/System.Data.SQLite.dll [100 ms]
2022-09-16 11:11:56.375020 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Npgsql.4.0.4.0/Npgsql.dll [96.7 ms]
2022-09-16 11:11:56.400185 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Threading.Tasks.Extensions.4.2.0.0/System.Threading.Tasks.Extensions.dll [24.9 ms]
2022-09-16 11:11:56.425230 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Runtime.CompilerServices.Unsafe.4.0.4.0/System.Runtime.CompilerServices.Unsafe.dll [24.6 ms]
2022-09-16 11:11:56.444570 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Runtime.4.1.2.0/System.Runtime.dll [19.3 ms]
2022-09-16 11:11:56.451599 ; package        ; Debug       ; Decompressed bin/Release/Packages/SQLite and PostgreSQL/package.xml [6.83 ms]
2022-09-16 11:11:56.451689 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:56.451689 ; Installer      ; Information ; Installed SQLite and PostgreSQL version 9.4.2+3009aace [991 ms]
2022-09-16 11:11:56.451689 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Visual Studio SDK CE.1.2.6+ef0ad804.TapPackage
2022-09-16 11:11:56.481797 ; package        ; Debug       ; Decompressed bin/Release/Packages/Visual Studio SDK CE/OpenTap.VSSdk.Debugger.dll [19.7 ms]
2022-09-16 11:11:56.543268 ; package        ; Debug       ; Decompressed bin/Release/Packages/Visual Studio SDK CE/Install/OpenTap.VSSdk.vsix [61.0 ms]
2022-09-16 11:11:56.568675 ; package        ; Debug       ; Decompressed bin/Release/Packages/Visual Studio SDK CE/Install/OpenTap.VSSdk.Installer.dll [25.7 ms]
2022-09-16 11:11:56.620122 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/EnvDTE.8.0.0.0/EnvDTE.dll [51.2 ms]
2022-09-16 11:11:56.666264 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.ValueTuple.4.0.2.0/System.ValueTuple.dll [46.4 ms]
2022-09-16 11:11:56.696586 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/stdole.7.0.3300.0/stdole.dll [30.0 ms]
2022-09-16 11:11:56.708753 ; package        ; Debug       ; Decompressed bin/Release/Packages/Visual Studio SDK CE/package.xml [11.7 ms]
2022-09-16 11:11:56.708753 ; Plugin         ; Information ; Starting install step 'tap.exe sdk vs-integration --install'
2022-09-16 11:11:58.187819 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\SessionLogs\tap 2022-09-16 11-11-56.txt'. [15.1 ms]
2022-09-16 11:11:58.187819 ; Session        ; Debug       ; Running '"bin\Release\tap.exe" sdk vs-integration --install --verbose ' in 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release'.
2022-09-16 11:11:58.188314 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-09-16 11:11:58.188358 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-09-16 11:11:58.188358 ; AssemblyFinder ; Debug       ; Found 18/67 assembly files. [36.7 ms]
2022-09-16 11:11:58.188358 ; Session        ; Debug       ; OpenTAP Engine 9.18.5+0328e9b4 X64
2022-09-16 11:11:58.188358 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-09-16 11:11:58.188358 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-09-16 11:11:58.408170 ; AssemblyData   ; Debug       ; Loaded OpenTap. [1.18 ms]
2022-09-16 11:11:58.562077 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [13.3 ms]
2022-09-16 11:11:58.562077 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\SessionLogs\SessionLog 2022-09-16 11-11-56.txt'. [22.9 ms]
2022-09-16 11:11:58.674035 ; AssemblyData   ; Debug       ; Loaded OpenTap.VSSdk.Installer. [22.1 ms]
2022-09-16 11:11:58.674035 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [14.6 ms]
2022-09-16 11:11:58.776832 ; AssemblyData   ; Debug       ; Loaded mscorlib. [700 ns]
2022-09-16 11:11:58.780105 ; CLI            ; Debug       ; Executing CLI action: sdk \ vs-integration
2022-09-16 11:11:58.780105 ; CLI            ; Debug       ; CLI action returned exit code: 0 [1.50 ms]
2022-09-16 11:11:58.929571 ; Plugin         ; Information ; Succesfully ran install step  'tap.exe sdk vs-integration --install'.  [2.22 s]
2022-09-16 11:11:58.929571 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:58.929571 ; Installer      ; Information ; Installed Visual Studio SDK CE version 1.2.6+ef0ad804 [2.47 s]
2022-09-16 11:11:58.929571 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\WPF Controls.9.17.4+5e508f08.TapPackage
2022-09-16 11:11:59.214181 ; package        ; Debug       ; Decompressed bin/Release/Packages/WPF Controls/Keysight.OpenTap.Wpf.dll [277 ms]
2022-09-16 11:11:59.215681 ; package        ; Warning     ; Unable to unpack file bin/Release/Dependencies/Keysight.Ccl.Wsl.4.0.1.9/Keysight.Ccl.Wsl.dll. Retry 1 of 10.
2022-09-16 11:11:59.742981 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Keysight.Ccl.Wsl.4.0.1.9/Keysight.Ccl.Wsl.dll [528 ms]
2022-09-16 11:11:59.792495 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/EnvDTE.8.0.0.0/EnvDTE.dll [49.7 ms]
2022-09-16 11:11:59.910491 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/MahApps.Metro.1.3.0.0/MahApps.Metro.dll [117 ms]
2022-09-16 11:11:59.942247 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Windows.Interactivity.4.5.0.0/System.Windows.Interactivity.dll [31.8 ms]
2022-09-16 11:11:59.977809 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Microsoft.Expression.Interactions.4.5.0.0/Microsoft.Expression.Interactions.dll [35.3 ms]
2022-09-16 11:11:59.997278 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/stdole.7.0.3300.0/stdole.dll [19.2 ms]
2022-09-16 11:12:00.011485 ; package        ; Debug       ; Decompressed bin/Release/Packages/WPF Controls/package.xml [14.1 ms]
2022-09-16 11:12:00.011485 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:12:00.011485 ; Installer      ; Information ; Installed WPF Controls version 9.17.4+5e508f08 [1.08 s]
2022-09-16 11:12:00.011485 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Editor CE.9.17.4+5e508f08.x64.TapPackage
2022-09-16 11:12:00.230392 ; package        ; Debug       ; Decompressed bin/Release/EditorHelp.chm [201 ms]
2022-09-16 11:12:00.481176 ; package        ; Debug       ; Decompressed bin/Release/Editor.exe [250 ms]
2022-09-16 11:12:00.692989 ; package        ; Debug       ; Decompressed bin/Release/PackageManager.exe [211 ms]
2022-09-16 11:12:00.831584 ; package        ; Debug       ; Decompressed bin/Release/Packages/Editor CE/Keysight.OpenTap.CommunityEditionPopup.exe [138 ms]
2022-09-16 11:12:00.850275 ; package        ; Debug       ; Decompressed bin/Release/Packages/Editor CE/EULA.rtf [18.5 ms]
2022-09-16 11:12:00.952106 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/AvalonDock.4.60.0.0/AvalonDock.dll [101 ms]
2022-09-16 11:12:00.968088 ; package        ; Debug       ; Decompressed bin/Release/Packages/Editor CE/package.xml [15.8 ms]
2022-09-16 11:12:00.968088 ; Plugin         ; Information ; Starting install step 'tap.exe communityeditionpopup'
2022-09-16 11:12:02.649430 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\SessionLogs\tap 2022-09-16 11-12-001.txt'. [13.5 ms]
2022-09-16 11:12:02.649430 ; Session        ; Debug       ; Running '"bin\Release\tap.exe" communityeditionpopup --verbose ' in 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release'.
2022-09-16 11:12:02.649430 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-09-16 11:12:02.649430 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-09-16 11:12:02.649430 ; Session        ; Debug       ; OpenTAP Engine 9.18.5+0328e9b4 X64
2022-09-16 11:12:02.649430 ; AssemblyFinder ; Debug       ; Found 22/76 assembly files. [42.4 ms]
2022-09-16 11:12:02.649430 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-09-16 11:12:02.649430 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-09-16 11:12:02.649430 ; Searcher       ; Debug       ; Ordered 20 assemblies according to references. [389 ms]
2022-09-16 11:12:02.829682 ; AssemblyData   ; Debug       ; Loaded OpenTap. [1.93 ms]
2022-09-16 11:12:02.829682 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.Wpf. [13.0 ms]
2022-09-16 11:12:02.935974 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [11.3 ms]
2022-09-16 11:12:03.043335 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\SessionLogs\SessionLog 2022-09-16 11-12-00.txt'. [40.3 ms]
2022-09-16 11:12:03.170264 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.CommunityEditionPopup. [10.9 ms]
2022-09-16 11:12:03.170264 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [13.4 ms]
2022-09-16 11:12:03.225858 ; CLI            ; Debug       ; Executing CLI action: communityeditionpopup
2022-09-16 11:12:03.225858 ; CLI            ; Debug       ; CLI action returned exit code: 0 [3.65 ms]
2022-09-16 11:12:03.419875 ; Plugin         ; Information ; Succesfully ran install step  'tap.exe communityeditionpopup'.  [2.45 s]
2022-09-16 11:12:03.419875 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:12:03.419875 ; Installer      ; Information ; Installed Editor CE version 9.17.4+5e508f08 [3.40 s]
2022-09-16 11:12:03.419875 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Results Viewer CE.9.17.4+5e508f08.x64.TapPackage
2022-09-16 11:12:03.623872 ; package        ; Debug       ; Decompressed bin/Release/ResultsViewer.exe [187 ms]
2022-09-16 11:12:03.802111 ; package        ; Debug       ; Decompressed bin/Release/RunExplorer.exe [178 ms]
2022-09-16 11:12:03.845613 ; package        ; Debug       ; Decompressed bin/Release/ResultsViewerHelp.chm [43.5 ms]
2022-09-16 11:12:03.890568 ; package        ; Debug       ; Decompressed bin/Release/RunExplorerHelp.chm [44.7 ms]
2022-09-16 11:12:03.981998 ; package        ; Debug       ; Decompressed bin/Release/Packages/Editor CE/Keysight.OpenTap.CommunityEditionPopup.exe [91.7 ms]
2022-09-16 11:12:03.999639 ; package        ; Debug       ; Decompressed bin/Release/Packages/Editor CE/EULA.rtf [17.3 ms]
2022-09-16 11:12:04.094229 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/OxyPlot.1.0.0.0/OxyPlot.dll [94.3 ms]
2022-09-16 11:12:04.145628 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/OxyPlot.Wpf.1.0.0.0/OxyPlot.Wpf.dll [51.3 ms]
2022-09-16 11:12:04.212593 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/DocX.1.0.0.22/DocX.dll [66.8 ms]
2022-09-16 11:12:04.271860 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/ReactiveUI.6.5.0.0/ReactiveUI.dll [59.3 ms]
2022-09-16 11:12:04.293757 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reactive.Interfaces.2.2.5.0/System.Reactive.Interfaces.dll [21.9 ms]
2022-09-16 11:12:04.336224 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reactive.Core.2.2.5.0/System.Reactive.Core.dll [42.1 ms]
2022-09-16 11:12:04.489859 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reactive.Linq.2.2.5.0/System.Reactive.Linq.dll [153 ms]
2022-09-16 11:12:04.519651 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Splat.1.6.2.0/Splat.dll [29.8 ms]
2022-09-16 11:12:04.543768 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reactive.Windows.Threading.2.2.5.0/System.Reactive.Windows.Threading.dll [23.9 ms]
2022-09-16 11:12:04.567959 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reactive.PlatformServices.2.2.5.0/System.Reactive.PlatformServices.dll [24.4 ms]
2022-09-16 11:12:04.601583 ; package        ; Debug       ; Decompressed bin/Release/Packages/Results Viewer CE/package.xml [33.3 ms]
2022-09-16 11:12:04.601583 ; Plugin         ; Information ; Starting install step 'tap.exe communityeditionpopup'
2022-09-16 11:12:06.266221 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\SessionLogs\tap 2022-09-16 11-12-041.txt'. [14.8 ms]
2022-09-16 11:12:06.266221 ; Session        ; Debug       ; Running '"bin\Release\tap.exe" communityeditionpopup --verbose ' in 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release'.
2022-09-16 11:12:06.266221 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-09-16 11:12:06.266221 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-09-16 11:12:06.266221 ; AssemblyFinder ; Debug       ; Found 24/88 assembly files. [46.8 ms]
2022-09-16 11:12:06.266221 ; Session        ; Debug       ; OpenTAP Engine 9.18.5+0328e9b4 X64
2022-09-16 11:12:06.266221 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-09-16 11:12:06.266221 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-09-16 11:12:06.266221 ; Searcher       ; Debug       ; Ordered 22 assemblies according to references. [371 ms]
2022-09-16 11:12:06.449720 ; AssemblyData   ; Debug       ; Loaded OpenTap. [594 us]
2022-09-16 11:12:06.449720 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.Wpf. [10.6 ms]
2022-09-16 11:12:06.558072 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [16.8 ms]
2022-09-16 11:12:06.558072 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\SessionLogs\SessionLog 2022-09-16 11-12-04.txt'. [28.1 ms]
2022-09-16 11:12:06.663527 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.CommunityEditionPopup. [11.5 ms]
2022-09-16 11:12:06.663527 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [13.0 ms]
2022-09-16 11:12:06.733477 ; CLI            ; Debug       ; Executing CLI action: communityeditionpopup
2022-09-16 11:12:06.733477 ; CLI            ; Debug       ; CLI action returned exit code: 0 [2.17 ms]
2022-09-16 11:12:06.764834 ; Plugin         ; Information ; Succesfully ran install step  'tap.exe communityeditionpopup'.  [2.16 s]
2022-09-16 11:12:06.765802 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:12:06.765802 ; Installer      ; Information ; Installed Results Viewer CE version 9.17.4+5e508f08 [3.34 s]
2022-09-16 11:12:06.765802 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Developer's System CE.9.17.4+5e508f08.TapPackage
2022-09-16 11:12:06.815521 ; package        ; Debug       ; Decompressed bin/Release/Packages/Developer's System CE/package.xml [21.0 ms]
2022-09-16 11:12:06.816021 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:12:06.816021 ; Installer      ; Information ; Installed Developer's System CE version 9.17.4+5e508f08 [50.4 ms]
2022-09-16 11:12:07.210697 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyOpenTapShare\bin\Release\SessionLogs\MSBuild.19280 2022-09-16 09-07-11.txt'. [123 ms]
2022-09-16 11:12:07.217697 ; Session        ; Debug       ; Running '"C:\Program Files (x86)\Microsoft Visual Studio\2019\Professional\MSBuild\Current\Bin\MSBuild.exe" "C:\Users\Jacky.Kuo\AppData\Local\Temp\Xucacod.proj"' in 'D:\MPI Project\Test\MyOpenTap\MyOpenTapShare'.
2022-09-16 11:12:07.920249 ; OpenTAP        ; Information ; Target installation is already up to date.
2022-09-16 11:12:08.307708 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginGen\bin\Release\SessionLogs\MSBuild.19280 2022-09-16 09-07-11.txt'. [114 ms]
2022-09-16 11:12:08.317652 ; Session        ; Debug       ; Running '"C:\Program Files (x86)\Microsoft Visual Studio\2019\Professional\MSBuild\Current\Bin\MSBuild.exe" "C:\Users\Jacky.Kuo\AppData\Local\Temp\Xucacod.proj"' in 'D:\MPI Project\Test\MyOpenTap\MyPluginGen'.
2022-09-16 11:12:12.850193 ; OpenTAP        ; Information ; Modifying installation in bin\Release\:
2022-09-16 11:12:12.850193 ; OpenTAP        ; Information ; - Skipping OpenTAP version 9.18.5+0328e9b4 (x64-Windows) - Already installed.
2022-09-16 11:12:12.850193 ; OpenTAP        ; Information ; - Skipping PathWave License Manager version 2.5.0 (x64-Windows) - Already installed.
2022-09-16 11:12:12.850193 ; OpenTAP        ; Information ; - Installing CSV version 9.11.0+98498e58
2022-09-16 11:12:12.850193 ; OpenTAP        ; Information ; - Installing Developer's System CE version 9.17.4+5e508f08
2022-09-16 11:12:12.850193 ; OpenTAP        ; Information ; - Installing Editor CE version 9.17.4+5e508f08
2022-09-16 11:12:12.850193 ; OpenTAP        ; Information ; - Installing Keysight Licensing version 1.1.1+7a2a1fe3
2022-09-16 11:12:12.850193 ; OpenTAP        ; Information ; - Installing OSIntegration version 1.4.2+15f32a31
2022-09-16 11:12:12.850193 ; OpenTAP        ; Information ; - Installing Results Viewer CE version 9.17.4+5e508f08
2022-09-16 11:12:12.850193 ; OpenTAP        ; Information ; - Installing SDK version 9.17.4+ea67c63a
2022-09-16 11:12:12.850193 ; OpenTAP        ; Information ; - Installing SQLite and PostgreSQL version 9.4.2+3009aace
2022-09-16 11:12:12.850193 ; OpenTAP        ; Information ; - Installing Visual Studio SDK CE version 1.2.6+ef0ad804
2022-09-16 11:12:12.850193 ; OpenTAP        ; Information ; - Installing WPF Controls version 9.17.4+5e508f08
2022-09-16 11:12:12.850193 ; OpenTAP        ; Information ; Package CSV exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\CSV.9.11.0+98498e58.Windows,Linux.TapPackage
2022-09-16 11:12:12.851199 ; OpenTAP        ; Information ; Package Keysight Licensing exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Keysight Licensing.1.1.1+7a2a1fe3.x64.TapPackage
2022-09-16 11:12:12.851199 ; OpenTAP        ; Information ; Package OSIntegration exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\OSIntegration.1.4.2+15f32a31.TapPackage
2022-09-16 11:12:12.851199 ; OpenTAP        ; Information ; Package SDK exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\SDK.9.17.4+ea67c63a.Windows,Linux,MacOS.TapPackage
2022-09-16 11:12:12.851199 ; OpenTAP        ; Information ; Package SQLite and PostgreSQL exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\SQLite and PostgreSQL.9.4.2+3009aace.TapPackage
2022-09-16 11:12:12.852227 ; OpenTAP        ; Information ; Package Visual Studio SDK CE exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Visual Studio SDK CE.1.2.6+ef0ad804.TapPackage
2022-09-16 11:12:12.852227 ; OpenTAP        ; Information ; Package WPF Controls exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\WPF Controls.9.17.4+5e508f08.TapPackage
2022-09-16 11:12:12.852751 ; OpenTAP        ; Information ; Package Editor CE exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Editor CE.9.17.4+5e508f08.x64.TapPackage
2022-09-16 11:12:12.852751 ; OpenTAP        ; Information ; Package Results Viewer CE exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Results Viewer CE.9.17.4+5e508f08.x64.TapPackage
2022-09-16 11:12:12.853251 ; OpenTAP        ; Information ; Package Developer's System CE exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Developer's System CE.9.17.4+5e508f08.TapPackage
2022-09-16 11:12:15.366004 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\CSV.9.11.0+98498e58.Windows,Linux.TapPackage
2022-09-16 11:12:15.402741 ; package        ; Debug       ; Decompressed bin/Release/Packages/CSV/Csv.dll [29.7 ms]
2022-09-16 11:12:15.414923 ; package        ; Debug       ; Decompressed bin/Release/Packages/CSV/package.xml [12.1 ms]
2022-09-16 11:12:15.414923 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:12:15.414923 ; Installer      ; Information ; Installed CSV version 9.11.0+98498e58 [48.8 ms]
2022-09-16 11:12:15.414923 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Keysight Licensing.1.1.1+7a2a1fe3.x64.TapPackage
2022-09-16 11:12:15.436939 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Keysight.Ccl.Licensing.Api.5.2.0.5231/.OpenTapIgnore [12.5 ms]
2022-09-16 11:12:15.494228 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Keysight.Ccl.Licensing.Api.5.3.2.19/Keysight.Ccl.Licensing.Api.dll [57.2 ms]
2022-09-16 11:12:15.637049 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/x64/Keysight.Tap.Library.dll [142 ms]
2022-09-16 11:12:15.782092 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/x64/Keysight.Tap.Library.v9.dll [144 ms]
2022-09-16 11:12:15.825987 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Keysight.Kal.Licensing.Api.4.0.0/Keysight.Kal.Licensing.Api.dll [43.9 ms]
2022-09-16 11:12:15.829988 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Keysight.Kal.Licensing.Api.4.0.0/Keysight.Kal.Licensing.Api.dll.sig [4.26 ms]
2022-09-16 11:12:15.999528 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Keysight.Kal.Licensing.Api.4.0.0/KalApi.dll [169 ms]
2022-09-16 11:12:16.012430 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Keysight.Kal.Licensing.Api.4.0.0/KalApi.dll.sig [12.6 ms]
2022-09-16 11:12:16.072480 ; package        ; Debug       ; Decompressed bin/Release/Packages/Keysight Licensing/Keysight.OpenTap.Licensing.dll [60.3 ms]
2022-09-16 11:12:16.078062 ; package        ; Debug       ; Decompressed bin/Release/Packages/Keysight Licensing/Keysight.OpenTap.Licensing.dll.sig [5.48 ms]
2022-09-16 11:12:16.092719 ; package        ; Debug       ; Decompressed bin/Release/Packages/Keysight Licensing/package.xml [14.6 ms]
2022-09-16 11:12:16.096201 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:12:16.096201 ; Installer      ; Information ; Installed Keysight Licensing version 1.1.1+7a2a1fe3 [681 ms]
2022-09-16 11:12:16.096201 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\OSIntegration.1.4.2+15f32a31.TapPackage
2022-09-16 11:12:16.145740 ; package        ; Debug       ; Decompressed bin/Release/Packages/OSIntegration/OpenTap.OSIntegration.Windows.dll [34.9 ms]
2022-09-16 11:12:16.161430 ; package        ; Debug       ; Decompressed bin/Release/Packages/OSIntegration/package.xml [15.4 ms]
2022-09-16 11:12:16.161430 ; Plugin         ; Information ; Starting install step 'tap.exe path register'
2022-09-16 11:12:18.126702 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginGen\bin\Release\SessionLogs\tap 2022-09-16 11-12-16.txt'. [16.1 ms]
2022-09-16 11:12:18.127206 ; Session        ; Debug       ; Running '"bin\Release\tap.exe" path register --verbose ' in 'D:\MPI Project\Test\MyOpenTap\MyPluginGen\bin\Release'.
2022-09-16 11:12:18.127206 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
